Id,SalePrice
1461,138417.7391947669
1462,160295.93498629302
1463,185440.68271425823
1464,199229.6443134534
1465,190791.13688922327
1466,173281.6073361345
1467,176227.81162892317
1468,170184.22507463474
1469,181178.48983339753
1470,126910.12616828857
1471,177008.68940364153
1472,104628.30238801245
1473,104466.04951184151
1474,148821.26491727532
1475,114605.85577062143
1476,361059.7216901965
1477,240775.46240855168
1478,284825.46669793077
1479,278189.8815926222
1480,512100.44322599424
1481,310168.80414276756
1482,208337.3319317836
1483,175641.48671403227
1484,169592.11752207266
1485,184751.3619371023
1486,193837.4397455951
1487,338472.9934997252
1488,213680.3128513053
1489,189575.92012660735
1490,232821.56442168631
1491,194560.166100584
1492,97649.59716235251
1493,173017.9187596337
1494,282506.4481609557
1495,272079.3867940621
1496,233811.43760932938
1497,180114.45240452947
1498,177107.79395755343
1499,166981.41103474697
1500,162462.20517587854
1501,181002.26396205564
1502,157454.47662982115
1503,300154.04939210945
1504,239374.51753348028
1505,221582.40462226307
1506,192022.63874071324
1507,241796.22015613804
1508,205362.7070810554
1509,166022.94985014628
1510,161499.95828032453
1511,151565.50024666227
1512,172136.7666257989
1513,149830.1784423761
1514,150318.56218211295
1515,192872.1217459363
1516,156001.3673155768
1517,165138.0328054963
1518,144764.53919621633
1519,208013.09115100405
1520,133587.9803547027
1521,139314.50282768632
1522,186895.17742575254
1523,122285.62332609865
1524,120738.12627539573
1525,131258.65056491015
1526,124203.41808328695
1527,113161.4550125006
1528,133984.5203014856
1529,157677.37888841904
1530,190954.40228227404
1531,118837.33424082569
1532,93935.84777563949
1533,141094.37733201805
1534,120474.70077713359
1535,137605.75775686197
1536,115792.57910150252
1537,69108.73248839386
1538,148765.60425940933
1539,184703.1324624048
1540,76208.78512810895
1541,136499.846274738
1542,152423.88573130555
1543,170918.11888199212
1544,97777.49664145816
1545,117653.92513143932
1546,138171.00897211905
1547,144344.91618736795
1548,138228.06137985803
1549,130907.3699132606
1550,141256.43884792278
1551,105640.16604899916
1552,134823.78398546472
1553,127214.18521417992
1554,119368.66784579512
1555,178718.85966479933
1556,86121.77025168929
1557,107061.30907498357
1558,108903.28324235918
1559,76002.33803328624
1560,128093.36336998947
1561,113883.43680151747
1562,121560.54483582689
1563,119912.70280786023
1564,154381.0499157731
1565,155987.54836794935
1566,218391.10069395666
1567,87408.63141288137
1568,239018.8696627938
1569,134630.92357677917
1570,136401.15609196777
1571,115334.7017925756
1572,138519.02473684095
1573,233175.3066251278
1574,123591.52332724958
1575,220228.76586288848
1576,238489.0633345378
1577,176926.42789720432
1578,147182.75070732375
1579,147599.47612246522
1580,193060.20957540235
1581,153090.50952960568
1582,131631.77211546953
1583,279871.51269152504
1584,218727.99789775256
1585,139853.30190164832
1586,85487.34629996102
1587,113871.09601006257
1588,154724.02186373435
1589,97128.27826980241
1590,134631.65130358282
1591,97194.83935083111
1592,121369.58345377912
1593,130477.86741035401
1594,132305.36600168562
1595,115174.21975065317
1596,214401.14879651912
1597,194929.28114311543
1598,207746.3129643577
1599,164846.24951226873
1600,160272.051788841
1601,78836.15086228838
1602,120483.35549394386
1603,66740.75596668951
1604,265886.97056252236
1605,227428.27356428455
1606,171646.1644688042
1607,181740.33087794666
1608,212746.54742568117
1609,179257.8303874199
1610,158412.02512133087
1611,143907.67412659767
1612,169427.40286659895
1613,167194.73847046812
1614,118352.97840638085
1615,94329.54090130304
1616,83389.22628252284
1617,102464.7288429729
1618,131018.48963248216
1619,151421.36802897873
1620,158261.8966518109
1621,135962.6744560556
1622,152713.18794357285
1623,254351.1109556767
1624,212707.45159134213
1625,127274.33877044788
1626,179044.2626561338
1627,194117.85430461788
1628,269161.28022618394
1629,176354.65089790162
1630,347943.2714144009
1631,226493.14895415277
1632,234987.02877280864
1633,175387.75605487265
1634,189877.67833431062
1635,174254.0276812815
1636,152357.82390856434
1637,194592.28576401356
1638,188035.5748606391
1639,187066.3006986112
1640,239579.60170479657
1641,169207.22516466657
1642,241059.89792244884
1643,224052.70083656593
1644,231639.41581967872
1645,212395.7710655975
1646,158162.10014339272
1647,154673.3550142526
1648,137412.50725352374
1649,142490.7894818793
1650,126690.87757438268
1651,125901.850064397
1652,103088.82408467887
1653,108027.12994292587
1654,147897.61907660082
1655,135092.117743662
1656,149391.53013343792
1657,153958.83825311306
1658,154921.75723622172
1659,130547.31620562439
1660,146005.360218413
1661,460843.99240949954
1662,370556.4119077365
1663,353391.40856981213
1664,532837.0947853287
1665,293197.8068965596
1666,308287.6265203863
1667,382909.4628790872
1668,315974.2460271931
1669,293678.3801225929
1670,324646.6532555932
1671,255704.60911623566
1672,415454.8063975056
1673,291239.1538466741
1674,234330.85796210202
1675,197492.16252979633
1676,194467.97143138302
1677,212504.90066459973
1678,467186.7900052854
1679,377331.9540410272
1680,310666.17762828816
1681,239338.6292996893
1682,297704.67072696256
1683,191872.09212083006
1684,176413.61888000104
1685,176853.93283120063
1686,172782.3838481413
1687,163851.4897655571
1688,191287.55831972297
1689,193612.7350068378
1690,196184.0623497826
1691,188463.54805142301
1692,246779.98737689736
1693,164094.63632766553
1694,186671.88690688813
1695,165684.47469836092
1696,270995.448798593
1697,173006.09208384453
1698,344657.2976922084
1699,299054.7461266589
1700,256853.23821365237
1701,260869.96514410753
1702,236179.08283778804
1703,234766.63446655832
1704,258964.17971474052
1705,232741.22754062034
1706,410751.8718082603
1707,210044.57408306867
1708,199473.7220495429
1709,253916.42312351856
1710,215680.84355525093
1711,274941.90236217284
1712,253771.70306665808
1713,268864.2300924146
1714,217281.29610186428
1715,204926.0551474948
1716,174433.51215107102
1717,171186.57269920228
1718,131811.84018007483
1719,209146.5195083013
1720,211495.92622598505
1721,157815.15763094465
1722,121320.52537394894
1723,154991.00124959167
1724,200381.6665375658
1725,232821.5314969201
1726,178046.51175886355
1727,154265.3790458487
1728,175654.13885587646
1729,180448.2211298577
1730,151034.08048110676
1731,117953.11505345417
1732,140837.89508947733
1733,116204.65778545574
1734,128648.87916288753
1735,122127.56357508985
1736,117134.38861683827
1737,292218.0282825421
1738,248560.42093497573
1739,249854.54423386825
1740,227678.6661597569
1741,194245.44321017063
1742,174217.82805268563
1743,177611.3683194287
1744,345799.7674386423
1745,215511.07047858372
1746,180723.15345571586
1747,226261.14253252366
1748,215877.6040750178
1749,155655.84163424876
1750,129313.67798246055
1751,229114.72699691672
1752,120808.25807262685
1753,157488.70622101304
1754,187996.0565932903
1755,163003.31668085553
1756,148652.07391914254
1757,122584.43067934879
1758,151031.92678306662
1759,162118.79995259602
1760,162895.09147981918
1761,151647.25235411333
1762,190168.33017425207
1763,182411.1342092822
1764,127300.81985041618
1765,167083.42828960565
1766,199175.11077613902
1767,219610.2682962853
1768,145478.58388997562
1769,165805.72649097652
1770,157277.4396485401
1771,129328.02954662425
1772,139519.1546055894
1773,135042.25549916146
1774,145278.80623644308
1775,147809.67863165968
1776,133956.30147365652
1777,110999.57809906614
1778,137195.4379884475
1779,132299.91038212896
1780,160084.1016750247
1781,127497.67174705442
1782,101497.03111713426
1783,144007.21872020597
1784,106894.22383983327
1785,124191.80161325443
1786,140586.2100556978
1787,151244.4976147173
1788,69138.13079599258
1789,100202.60456036779
1790,96759.89316028533
1791,203136.55457572706
1792,160419.87179726234
1793,127491.61021399539
1794,151833.1928282118
1795,136096.01445209494
1796,134763.9853302781
1797,114114.92154297062
1798,130909.63126925382
1799,119758.31973237613
1800,136068.08253778663
1801,135131.70855853884
1802,135239.26403314617
1803,159806.27964287333
1804,137137.32791976305
1805,138755.91764526197
1806,119116.04930827809
1807,124719.7132461024
1808,123596.16250701342
1809,117805.26437895482
1810,133387.3803908891
1811,89476.86077866166
1812,94400.72377583799
1813,132498.71081818282
1814,101689.47497252136
1815,65334.10093405423
1816,107884.2868298736
1817,112672.73297015477
1818,143668.3788957659
1819,131932.72371158676
1820,63212.530722588126
1821,101619.12417525442
1822,142670.58979475885
1823,52451.147174386846
1824,129818.14024076957
1825,139976.42066262168
1826,118457.51432346055
1827,108185.41644588148
1828,134671.56788388558
1829,126944.59899201793
1830,132920.98130910064
1831,137270.81092016434
1832,71178.05352207882
1833,132336.74259990978
1834,126077.70348042033
1835,134905.911290026
1836,119636.62857559668
1837,82737.54773034796
1838,129790.11997241412
1839,107215.1669708543
1840,138899.6482636494
1841,126939.82057609223
1842,101590.11677418376
1843,136472.63822859287
1844,141936.25953982348
1845,151215.38614004193
1846,146641.71552017576
1847,178695.57005655515
1848,60466.723809441006
1849,115786.54572908836
1850,125410.4232667279
1851,139102.84392535046
1852,132965.99948009037
1853,135870.9058816267
1854,165359.5684050494
1855,155055.84653421078
1856,226758.24902064685
1857,125516.94598355614
1858,137420.7783896581
1859,118914.95595560825
1860,148113.9912942561
1861,118447.62215372668
1862,323066.21202767664
